Username,Text
camelgal,@dwsmillionthhug no facetime for u either huh?  
Arianamm,Sore throat.  would love a bowl of grandma's matzo bowl soup right now.
skicat56,"Morning Twitterverse, my condolences to all the Spartan fans "
LesleyDewar,"Nite all.  It's been quite an epic event for me, setting this all up on my own and the remote dial in to my office didn't go as planned. "
ritawiebner,"Not feeling so well this morning, not sure why I came into the office. "
Erickey,Wrecked my shoes walking through the snoww 
lovesOfaBlonde,writing my bachlorthesis =&gt; developing a bachlor crisis 
Belle2gs,Getting ready for a rough one at work 
DanniHannah,@katie_r_ excuse me when have i ever bullied you???  
neerav,@katephelan mr nimoy did not attend the screening AFAIK 
tinacase,@jillianne  ow. 
amandaoaks,i can't believe it's snowing 
RemiB,"Beuh, mon twitter gadget bug "
Susie_Fairchild,"@sharkeymalarkey Oh, Shawkey    I just commented on your &quot;MyFace.&quot;  I'm so sorry.  I'll send a big envelope of healing glitter."
tuutti,@alchops - and its gonna get worse. days are getting shorter and shorter.. 
Jinxx_,"@JoanneSkywalker It's really depressing!!! It teases me, by working fine up until I try to save the people I created. What the hell! AHH! "
morganbrennan,I feel like DEATH.  My throat hurts.
richbradshaw,@thecrochetkid I'm too poor 
oysterlily,I'm really sick  I have to go get a bunch of tests at the doctors today. They think it might be lyme. I'm really not excited about this...
zigojacko,I was stuck in bed all day yesterday with the most savage of migraines  Was absolute torture... Anyone else get something similar at all?
msashwe,workingggggggg ughhh and my phone wont let me twitter  
twinkletoesmile,I hate College right now 
TubaZo0l,@NowGamer_Dan and for the xbox360 even 5.9/10  I hope that I will disagree with that next week when I get the game ...
bnr0201,Really missed you last night 
gwackr,Watched Cannibal Holocaust last night and had screwed up dreams. That is not a movie for the squeamish. They kill a real turtle 
skicat56,Hope someone is having spring weather because it's snowing in TC right now 
dionne23,just sittin glooking out my window in work &amp; its raining  wish i was of sunny myself somewhere exotic!
ciciisme,@FakeCedric Oh hunny! I can use all appliances in the kitchen. I love to cook and bake! I just don't always have someone to eat it 
snedeks937,Why is it snowing? 
tannymonster,stupid daylight savings ending/cold weather. I'm exhausted 
Claudia_Dorset,@scaree No one's sent me a kiss yet! 
rach210,"@loz_xx i didnt, i dropped the table on it yesterday at krew... "
blackseahawk,still haven't got my coffee. I'm done. Help me 
j_catastrophe,"Once again, I wish some benevolent god would smile upon me and not make of work at this hour.  "
MsBek2U,guessin she's really been dismissed 
ginpanic,No Internet = No updates  Brilliant weekend down to Coloba and everywhere inbetween... Bringing home a monkey...
AdrianK09,Does anyone know if networks are down in italy? not getting replies from friends 
justsal,@DHughesy Unfortunately I wouldn't pass the colouring in section to get on the show 
leamcfly,is now waiting and wanting people 2 follow her 
Erikcah,Stuck @ the lite.. Almost 10 mins late to class 
meotch87,Death toll from Monday's earthquake in Italy is now at 207 
demimow,Not happy with the snow today... 
owly1102,"pain, pain, go away.. "
SouthMainMuse,Carpool and Cold. Again   Where's spring?
CHRISSYuheard,"@kaymurphy love him, he never answers me back though  mind u all i say is hi"
saptakmohanta,loaded with class tests 
BrennaVance,Blah....sick with the flu 
Rocmoney,"@mrlondoner meh, I expected so much more. I guess that was my first mistake "
domhay,I posted my '91 Golf up for sale last night and I'm already getting a fair amount of interest! Going to be sad to see her go.. 
cheyennelecea,"@eb0204 emily, wth do you ever sleep???? lol Hey I miss the guys!!! "
ALuckyLady,@Dougrea Tell me about it.  And we are out on Spring Break this week too 
TheWoman333,ugh just woke up with a headache... this should be interesting... bad dreams  *Stacia*
PatrickInChcago,"Workin the election, driving round checking on judges and eqip... sick. So much more fun when healthy. "
jraab,"would have been delighted by this snow a few days ago but.. i just sent my winter coat, hat, gloves, uggs, etc. home with the parents  #fb"
REOWsarah,"im wearing all black socks =O haha, they are pretty random  and im bored and tired and a nigel "
ksmashsilly,Audio: coolcat214: �awwwwwwwwwww my poor baby is sick im sorry mi amor  its okay. =| http://tumblr.com/xue1ju8xt
djladysha,@FrenchyCakesCxC I'll be in London in July... that's closer to Paris than I am now... lol...but not close enough 
TheAdmiral,@edddeduck Distributor system? Then it's Justin's and I entirely wash my hands of it! ;) (Also because I have no idea   )
Mee_Ebonyy,Man im so tired its just not funny  i need/want to sleep but my eyes dont want to close
Zwaapeh,Need my Claudia 
DaelanScroggins,"@TtimewithTy ok band name, really bad club name "
stinebeann,ughhhhh its snowing  spring is such a tease
Fishoutofsea,I'm pretty sure my shoes have melted onto my feet.  
terrirodriguez,charlie horse in the middle of the night. terrible dreams. sick.  
nikkiclifton,"@nikkiwoods aww    all 4 of us? whoa. we need 2 do a nikki recruit drive-top shelf only, selfish 1's need not apply! "
KERIKISMET,ew snow! but anywho im getting ready to go to co op BUT....no brandon today  he is very sick! so im coming home today D: send some love&lt;3
jamesshannon,"Don't eat a Callipo Ice Lolly before eating your lunch, I feel sick now and not hungry for my sarnie. "
CarlKnibbs,"@grahambeale hi mate, I am actually in the land of the un-well  but I hope you get a big send off!"
incspring,@rootvet Unfortunately not  Featured Seller status offers preferred placement as a user and with all uploads.
amwa9,"being sick really sucks!  Especailly since this is like the 4th time this winter...(ok its spring, but you'd never know!)"
KellyLantz,Backed the car over 2 bags of recycleables and had to then clean up the mess in the freezing rain and off to a bad start 
kdorafshan,Yaawwwwwning @ the office! ...... 
krlachan,I need a free music web-site to listen to at work!!!!  They blocked playlist.com 
Bitchface91,Is Meant To Be Getting Ready To See Sophie At Half Past But I Havent Even Got Dressed Yet xD I Have A Headache  Oh I Better Rush &lt;3
nineinchnailsuk,"@empiremagazine You are not following me anyway so no probs. Want to be followed, so lonely  lol"
harry_skinner,i really want my next tattoo but haven't got the cash right now.....so many gd ideas in my head and i cant get afford needle on skin 
Beckers115,"ugh my head, too many margaritas for a monday  Can't wit for the Arsenal game though!!!"
delphilicious,"@ElleCMcG OMG recap  Sorry you had a crazy day, Laura!"
luckyshannon,"Oh look at all the snow outside, please go away! &amp; My eyes are about to close I am so tired "
KiRsTyJoE,@perezhilton its sucks hairy donkey balls but knowing him it will be a hit  x
thomasbull,Just as my dream was about to finish rendering I woke up 
chopsmom,shaking up some apple juice and watching the snow fall.  the ...snow 
confusedCoyote,is watching the extras disk of &quot;Star Wreck&quot; - all the items but none of the menus 
kdorafshan,Yawwwwwwning @ the Office!....... 
queenzulu,Eight hours. 1500 words. Lucy happily reparked. Brain composed largely of mush. Beginning to freak out about Thursday while it's Tuesday. 
bernielovesyou,Still hurting. Still can't eat chunky monkey ice cream. 
yayitsdavid,"too tired to walk to the other side of campus. if the class is from 9-12, why schedule the test in the first hour? "
chris_brawl,@DG_MMK - When would he have rolled me? My Twitter was seriously fucked up last night 
doctorklein,Allergies kicked in already. Runny. Nose and itchy eyes  can't wait for a few weeks of this.
earthworkers,"Morning tweeties~ Well it is a cool, windy..snow on the ground day..more expected next 2 days.  Trying to be chipper about it."
purplesparkle,"@pennydog breakers just offered me �50 but I have to go and take all my docs there, then they will come and collect later. Rubbish! "
swirlyarts,Had lunch and I want to go to sleep now  Think I'll go upstairs and put the washing mountain away!
louzah,I wish I had a tour manager to sort out my travel stuff. And someone to pay for it all too. Sucks to empty the savings  
VannahVonSally,I am about to slap Pops' negative gravity around him for causing him to fall again. 
Dogbook,Oscar is getting ready to be neutered  http://apps.facebook.com/dogbook/profile/view/6366157
blacb,"One day back in the office and I feel a cold coming on. Or it was my raw vegan indiscretion. Either way, I don't feel so good. "
mrhankmanthe3rd,@lauraEchilds ohhhh  but I will be ever so sad and you know you need to talk to me atleast once aday!
JennywithaY,@dbferguson Happy Birthday!!! Sorry you have to work today. 
randompinkness,"No jobs today, not in the mood to apply for any even if there were, I want to go home "
awormus,"great, I toasted a crumpet and then forgot about it... now it's cold "
lost_without_me,"there is this letter infront of me and I know wats in it (stuff 2 do wid Trey Songz) and I really wnt 2 open it bt i can't, it's not mine "
medicchris08,Working in Toledo.. 
Jordi_LovesYou,Gahh its too early! 
lil_smurf1,so I messed up in setting my alarm last night and over slept  no time to study for my test..hope I am able to wing it and pass!
Komodokat,where can I find a bleeding chanel necklace --lasercut?  it's like they don't exist anymore.... 
thegreatmorph,"got paid fuck all and wants to kill the lostprophets. Peace out world, i'll see you in the next life "
makeupmargo,doesn't feel good  
Jess_Roddy,@Kal_Penn What a shock. I'm going to miss you 
alicecrossley,"my brain is hurting - well, thats what 5 hours of english coursework does to you "
TjTomorrowX3,@xmichelerocksx awh. Yea.  well i emailed her. Lol
James_yeah,"@squink new cap and shaken for a long time, sometimes when spraying lots they catch wet bits on the nozzle and spit slightly,it's life  ha"
chriscanal,Another ALT.NET podcast about ALT.NET  *sigh*
amwa9,"being sick really sucks!  Especailly since this is like the 4th time this winter...(ok its spring, but you'd never know!)"
DanSilverMirror,@willcarling Pickle in a toasted sandwich? Are you sure? That's like inviting Chernobyl into your mouth 
BlueLamp78,New SATC movie coming out 2010! But Oz gets the premier last  All cast back and it's set in fabulous London...yay! http://tiny.cc/7zCnY
Joannaesco82,Good Morning...I got asian bangs and I dont love them....I dont think 
tcms12,is up at 8 in the morning..enough said.. 
butchbeausoleil,@davtoole can't bring myself to watch a film about Sheffield United. 
skene_1,Out working with sheep 
BlueEyedKiwi,I wonder if this is somehow related to my nose being freezing yesterday  But I drank orange juice and got 8 hours of sleep... *sad*
amymuirphoto,"is photographing This Is Hell tonight!!! Damn, I really want to go to Groezrock "
anubha62442,Advertising and marketing research tomorrow  hope i know stuff :&quot;(
mcflyfanatic89,think i may have to go to the er today 
amazingruth101,Straightening my hair. have to go to orthodontist. 
comberclique,"Hope to ride first TT of the year, Bangor 5, if I can get away from work in time, looks like rain too "
anotherdean,@kimmy_long_legs Just missed you. They're out of Tomato &amp; Basil soup though 
voiceovergirl,"our littlest hen is looking a bit miserable, hope it's not the return of being egg-bound "
seregon,@Yourmumsmabitch Well I was there for quite a bit when your car stopped working :p Damn I forgot about your car sorry  Poor thing
nicolepercuoco,no more rain pleaaaaseeee 
iam_dea,@Stephdadi @kabutcher early symptoms yet nothing too bad still hoping its just that 
tessasainz,is trying to anti-bac her work area to keep the coworkers' germs away. everyone seems to be sick 
